Identifier ID,Identifier Type,Raw Value,Normalized Value,Connector,Finding Type,Finding Value,Confidence
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,staging-gaia.blogger.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,staging-git.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,staging-googlesource.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,staging-prod.blogger.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,staging-weekly.blogger.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,staging-weekly.blogspot.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,test.postini.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,uberproxy-san.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,urchin.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,webdrive-test-canary.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,webdrive-test-prod.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,c.pack.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,aarjav-b480g7k2ab9@checkout.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,whois_rdap,domain_event,Registration: 1997-09-15T04:00:00Z,1.0
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,whois_rdap,domain_event,Expiration: 2028-09-14T04:00:00Z,1.0
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,whois_rdap,domain_event,Last Changed: 2019-09-09T15:39:04Z,1.0
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,whois_rdap,domain_event,Last Update Of Rdap Database: 2026-07-14T11:22:57Z,1.0
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,whois_rdap,nameservers,"NS1.GOOGLE.COM, NS2.GOOGLE.COM, NS3.GOOGLE.COM, NS4.GOOGLE.COM",1.0
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,whois_rdap,registrant_name,MarkMonitor Inc. (registrar),0.9
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,wayback_cdx,archived_page,Snapshot (1998-11-11 18:45:51): http://google.com:80/ [200],1.0
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,wayback_cdx,archived_page,Snapshot (1998-11-11 18:45:51): http://google.com:80/ [200],1.0
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,wayback_cdx,archived_page,Snapshot (1998-11-11 18:45:51): http://google.com:80/ [200],1.0
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,wayback_cdx,archived_page,Snapshot (1998-11-11 18:45:51): http://google.com:80/ [200],1.0
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,wayback_cdx,archived_page,Snapshot (1998-12-02 23:04:10): http://www.google.com:80/ [200],1.0
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,wayback_cdx,archived_page,Snapshot (1998-12-02 23:04:10): http://www.google.com:80/ [200],1.0
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,wayback_cdx,archived_page,Snapshot (1999-01-17 03:27:27): http://www.google.com:80/ [200],1.0
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,wayback_cdx,archived_page,Snapshot (1999-01-17 03:27:27): http://www.google.com:80/ [200],1.0
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,wayback_cdx,archived_page,Snapshot (1999-01-17 03:27:27): http://www.google.com:80/ [200],1.0
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,wayback_cdx,archived_page,Snapshot (1999-01-17 03:27:27): http://www.google.com:80/ [200],1.0
a2fab3f2-b56a-489c-a37b-8cc5a7e7d33f,photo,suspect_dev,suspect_dev,face_matcher,face_similarity,Match: Suspect Alpha (Developer Profile) (Similarity: 50.0%),0.5
a2fab3f2-b56a-489c-a37b-8cc5a7e7d33f,photo,suspect_dev,suspect_dev,face_matcher,face_similarity,Match: Suspect Beta (Executive Profile) (Similarity: 50.0%),0.5
1bb254c0-b98c-44c1-ada0-17b6e3c7114b,photo,suspect_alpha.png,suspect_alpha.png,face_matcher,face_similarity,Match: Suspect Alpha (Developer Profile) (Similarity: 92.5%),0.925
1bb254c0-b98c-44c1-ada0-17b6e3c7114b,photo,suspect_alpha.png,suspect_alpha.png,face_matcher,face_similarity,Match: Suspect Beta (Executive Profile) (Similarity: 38.1%),0.381
